family,glottocode
Pidgin,assa1271
Austronesian,asse1237
Indo-European,assi1246
Siouan,assi1247
Austronesian,asss1237
Afro-Asiatic,assy1241
Indo-European,asta1240
Indo-European,asto1242
Indo-European,asto1243
Indo-European,astr1245
Turkic,astr1246
Austronesian,astr1247
Indo-European,astu1244
Indo-European,astu1245
Indo-European,astu1246
Nuclear Trans New Guinea,asue1235
Austronesian,asum1237
Atlantic-Congo,asun1235
Otomanguean,asun1236
Austroasiatic,asur1254
Austroasiatic,asur1255
Atlantic-Congo,asut1235
Austronesian,ataa1240
Pele-Ata,ataa1241
Atlantic-Congo,atab1238
NA,atac1235
Atlantic-Congo,atak1250
Atlantic-Congo,atak1251
NA,atak1252
Atlantic-Congo,atal1239
Pama-Nyungan,atam1239
Austronesian,atam1240
Nuclear Trans New Guinea,atan1241
Austronesian,atar1237
Otomanguean,atat1238
Austronesian,atay1246
Austronesian,atay1247
Austronesian,atch1238
Nuclear Trans New Guinea,atem1241
Indo-European,ates1238
NA,atha1245
Athabaskan-Eyak-Tlingit,atha1246
Athabaskan-Eyak-Tlingit,atha1247
Indo-European,athe1238
Pama-Nyungan,athi1234
Nilotic,atho1238
Sino-Tibetan,athp1240
Sino-Tibetan,athp1241
Austronesian,atii1237
Algic,atik1240
Timor-Alor-Pantar,atim1239
Kartvelian,atin1240
Austronesian,atin1241
Atlantic-Congo,atis1238
Mixe-Zoque,atit1238
Austronesian,atiu1237
Otomanguean,atla1270
Otomanguean,atla1271
Afro-Asiatic,atla1275
NA,atla1278
Unattested,atla1280
Speech Register,atla1282
Indo-European,atla1283
Kayagaric,atoh1238
Sino-Tibetan,aton1241
Atlantic-Congo,aton1242
Arawakan,ator1243
Arawakan,ator1244
Chocoan,atra1235
Cariban,atru1239
Afro-Asiatic,atru1243
Atlantic-Congo,atsa1241
Pano-Tacanan,atsa1242
North Bougainville,atsi1239
Palaihnihan,atsu1245
Dravidian,atta1243
Austronesian,atta1244
Atlantic-Congo,atti1239
Indo-European,atti1240
Indo-European,atto1238
Bookkeeping,atue1238
Mande,atum1238
Otomanguean,atzi1235
Austronesian,auaa1240
Austronesian,auaa1241
Nuclear Trans New Guinea,auag1234
Atlantic-Congo,auch1238
Atlantic-Congo,auga1239
Sign Language,augu1237
Nuclear Trans New Guinea,augu1243
Austronesian,auhe1237
Pauwasi,auia1238
Indo-European,auks1239
Austronesian,aulu1238
Geelvink Bay,aume1238
Tuu,auni1243
Tuu,auni1244
Nuclear Torricelli,auol1234
Pawaia,aura1242
Tupian,aura1243
Teberan,aure1239
Atlantic-Congo,aush1241
Zaparoan,aush1242
Afro-Asiatic,auss1240
Pidgin,aust1242
Sign Language,aust1252
Sign Language,aust1253
Sign Language,aust1271
Austronesian,aust1304
NA,aust1305
NA,aust1307
Sign Language,aust1310
Unattested,aust1312
Nuclear Torricelli,auuu1241
Indo-European,auve1239
Bookkeeping,auve1240
Yareban,auwa1241
Lower Sepik-Ramu,auwa1242
Border,auwe1239
Sign Language,auxi1235
Nuclear Trans New Guinea,auya1234
Nuclear Trans New Guinea,auye1238
Nuclear Trans New Guinea,auye1239
Afro-Asiatic,auyo1240
Tupian,avaa1240
Tupian,avac1239
Basque,aval1237
Uralic,avam1236
Nakh-Daghestanian,avar1255
Nakh-Daghestanian,avar1256
Central Sudanic,avar1257
Austronesian,avas1237
Atlantic-Congo,avat1243
Atlantic-Congo,avat1244
Austronesian,avau1237
Atlantic-Congo,aven1238
Koiarian,aver1239
Indo-European,aves1237
Atlantic-Congo,avia1241
Atlantic-Congo,avia1242
Atlantic-Congo,avie1238
Atlantic-Congo,avik1242
Atlantic-Congo,avik1243
Central Sudanic,avok1242
Central Sudanic,avok1243
Austronesian,avok1244
Austronesian,avun1237
Nuclear Trans New Guinea,awaa1246
Pama-Nyungan,awab1243
Pama-Nyungan,awab1244
Austroasiatic,awac1238
Barbacoan,awac1239
Indo-European,awad1243
Austronesian,awad1244
Tupian,awag1234
Atlantic-Congo,awak1249
Atlantic-Congo,awak1250
Austronesian,awal1237
Nilotic,awan1239
Nuclear Trans New Guinea,awao1234
Nuclear Trans New Guinea,awap1236
Nuclear Trans New Guinea,awar1248
Lower Sepik-Ramu,awar1249
Austronesian,away1237
Bayono-Awbono,awbo1238
Dravidian,awee1240
Sino-Tibetan,awee1241
Afro-Asiatic,awee1242
Atlantic-Congo,aweg1238
Nuclear Trans New Guinea,awem1238
Lakes Plain,awer1241
Tupian,awet1244
Tupian,awet1245
Atlantic-Congo,awin1248
Kamula-Elevala,awin1249
Austronesian,awit1237
Nuclear Trans New Guinea,awiy1238
Afro-Asiatic,awji1241
Afro-Asiatic,awng1244
Pama-Nyungan,awng1245
Atlantic-Congo,awor1241
Atlantic-Congo,awor1242
Sepik,awtu1239
Atlantic-Congo,awun1244
Sepik,awun1245
Atlantic-Congo,awut1241
Sino-Tibetan,awuu1235
Border,awyi1241
Nuclear Trans New Guinea,awyu1263
Nuclear Trans New Guinea,awyu1264
Nuclear Trans New Guinea,awyu1265
Austronesian,axam1237
Indo-European,axel1238
Sino-Tibetan,axiy1235
Pama-Nyungan,ayab1239
Quechuan,ayac1238
Quechuan,ayac1239
Austronesian,ayan1239
Otomanguean,ayau1235
Atlantic-Congo,ayer1244
Atlantic-Congo,ayer1245
Pama-Nyungan,ayer1246
Bookkeeping,ayic1234
Sepik,ayip1235
Austronesian,ayiw1239
Sino-Tibetan,ayiz1244
Atlantic-Congo,ayiz1245
Atlantic-Congo,ayiz1246
Atlantic-Congo,ayiz1247
Atlantic-Congo,ayiz1248
NA,ayma1253
Turkic,ayna1239
Indo-European,aynt1234
Jirajaran,ayom1234
Otomanguean,ayoq1235
Zamucoan,ayor1240
Otomanguean,ayot1238
Betoi-Jirara,ayri1234
Austronesian,ayta1251
Afro-Asiatic,aytw1238
Atlantic-Congo,ayun1238
Otomanguean,ayut1236
Atlantic-Congo,ayuu1242
Quechuan,azan1238
Songhay,azaw1238
Turkic,azer1255
Mande,azer1256
Sino-Tibetan,azha1235
Sino-Tibetan,azhe1235
Atlantic-Congo,azhi1238
Atlantic-Congo,azom1238
Sino-Tibetan,azon1238
Otomanguean,azoy1236
Uto-Aztecan,azte1234
Saharan,azza1238
Atlantic-Congo,b10b1234
Austronesian,baaa1237
Afro-Asiatic,baad1239
Atlantic-Congo,baag1244
Surmic,baal1234
Austronesian,baam1237
Atlantic-Congo,baan1241
Atlantic-Congo,baan1242
Atlantic-Congo,baat1238
Atlantic-Congo,baaz1234
Atlantic-Congo,baba1263
Atlantic-Congo,baba1264
Atlantic-Congo,baba1265
Atlantic-Congo,baba1266
Austronesian,baba1267
Austronesian,baba1268
Austronesian,baba1269
Austronesian,baba1270
Austronesian,baba1272
Bookkeeping,baba1273
Austronesian,baba1274
Atlantic-Congo,babb1238
Atlantic-Congo,babe1238
Athabaskan-Eyak-Tlingit,babi1235
Atlantic-Congo,babo1241
Austronesian,babo1242
Austronesian,babu1240
Atlantic-Congo,babu1241
Austronesian,babu1242
Nakh-Daghestanian,baca1241
Atlantic-Congo,baca1242
Austronesian,baca1243
Afro-Asiatic,baca1245
Afro-Asiatic,baca1246
Atlantic-Congo,baca1247
Atlantic-Congo,baca1248
Indo-European,bach1242
Atlantic-Congo,bach1243
Sino-Tibetan,bach1244
Indo-European,bact1239
Dravidian,bada1257
Atlantic-Congo,bada1258
Atlantic-Congo,bada1259
Austronesian,bada1260
Austronesian,bada1261
Austronesian,bada1262
Dravidian,bada1263
Afro-Asiatic,badd1234
Unattested,bade1240
Afro-Asiatic,bade1248
Indo-European,badh1238
Indo-European,badi1244
Indo-European,badi1245
Pama-Nyungan,badi1246
Morehead-Wasur,badi1247
Pama-Nyungan,badj1244
Atlantic-Congo,badj1245
Austronesian,badu1237
Atlantic-Congo,badw1238
Atlantic-Congo,bady1239
Austronesian,baeg1237
Austronesian,bael1237
Unclassifiable,baen1237
Austronesian,baet1237
Atlantic-Congo,bafa1247
Atlantic-Congo,bafa1248
Atlantic-Congo,bafa1249
Indo-European,bafa1250
Atlantic-Congo,bafe1238
Eskimo-Aleut,baff1240
Eskimo-Aleut,baff1241
Atlantic-Congo,bafi1243
Atlantic-Congo,bafi1244
Atlantic-Congo,bafo1235
Atlantic-Congo,bafu1245
Atlantic-Congo,bafu1246
Atlantic-Congo,bafu1247
Atlantic-Congo,bafw1241
Atlantic-Congo,bafw1242
Atlantic-Congo,baga1270
Bookkeeping,baga1271
Atlantic-Congo,baga1272
Atlantic-Congo,baga1273
Bookkeeping,baga1274
Atlantic-Congo,baga1275
Bookkeeping,baga1276
Atlantic-Congo,baga1277
Atlantic-Congo,baga1278
Indo-European,bagd1238
Atlantic-Congo,bage1238
Austronesian,bage1239
Indo-European,bagh1249
Indo-European,bagh1250
Indo-European,bagh1251
Atlantic-Congo,bagi1244
Central Sudanic,bagi1246
Central Sudanic,bagi1248
Sino-Tibetan,bagl1238
Atlantic-Congo,bago1245
Atlantic-Congo,bago1246
Atlantic-Congo,bago1247
Indo-European,bagr1243
Indo-European,bagr1244
Indo-European,bagr1245
Unclassifiable,bagu1249
Pama-Nyungan,bagu1250
Greater Kwerba,bagu1251
Nuclear Trans New Guinea,bagu1252
Nakh-Daghestanian,bagv1239
Nakh-Daghestanian,bagv1240
Anim,bagw1238
Indo-European,baha1254
Turkic,baha1255
Tai-Kadai,baha1256
Austronesian,baha1257
West Bomberai,baha1258
Afro-Asiatic,baha1259
Indo-European,baha1260
Indo-European,baha1261
Bookkeeping,baha1262
Indo-European,bahe1242
Sino-Tibetan,bahi1252
Sepik,bahi1254
Sepik,bahi1255
Austronesian,bahm1237
Austroasiatic,bahn1261
Austroasiatic,bahn1262
Austroasiatic,bahn1263
Austroasiatic,bahn1264
Austronesian,baho1237
Indo-European,bahr1242
Central Sudanic,bahr1243
Afro-Asiatic,bahr1247
Arawakan,bahu1238
Mailuan,baib1249
NA,baib1250
Baibai-Fas,baib1251
Sino-Tibetan,baic1239
Indo-European,baig1238
Sino-Tibetan,baih1238
Atlantic-Congo,baii1247
Atlantic-Congo,baii1251
Austronesian,baik1238
Sino-Tibetan,baim1244
Nuclear Trans New Guinea,baim1245
Nuclear Trans New Guinea,baim1246
Atlantic-Congo,bain1259
Bookkeeping,bain1260
Atlantic-Congo,bain1261
NA,bain1263
Atlantic-Congo,bain1264
Austronesian,baip1234
Indo-European,bais1241
Atlantic-Congo,bais1242
Afro-Asiatic,bais1246
Afro-Asiatic,bais1247
Sino-Tibetan,bais1248
Indo-European,bait1246
Sino-Tibetan,bait1247
South Bougainville,bait1248
Atlantic-Congo,baiv1238
Austronesian,baja1258
Austronesian,baja1259
Austronesian,baja1260
Austronesian,baja1261
Austronesian,baja1262
Austronesian,baja1263
Indo-European,baja1265
Indo-European,baje1238
Indo-European,bajh1238
Atlantic-Congo,baji1239
Indo-European,baju1244
Atlantic-Congo,baju1245
Nilotic,baju1246
Indo-European,baju1247
Atlantic-Congo,bajw1238
Indo-European,baka1270
Atlantic-Congo,baka1271
Atlantic-Congo,baka1272
Atlantic-Congo,baka1273
Central Sudanic,baka1274
Austronesian,baka1275
Timor-Alor-Pantar,baka1276
Cariban,baka1277
Atlantic-Congo,baka1278
Berta,bake1241
Atlantic-Congo,bake1242
Indo-European,bakh1245
Maban,bakh1247
Afro-Asiatic,bakh1251
Atlantic-Congo,baki1242
Austronesian,baki1243
Austronesian,baki1244
Atlantic-Congo,bakk1238
Atlantic-Congo,bako1249
Atlantic-Congo,bako1250
Atlantic-Congo,bako1251
Atlantic-Congo,bako1252
Austronesian,bako1253
Atlantic-Congo,bako1254
Atlantic-Congo,bakp1238
Sino-Tibetan,bakt1238
Turkic,baku1259
Atlantic-Congo,baku1260
Atlantic-Congo,baku1261
Austronesian,baku1262
Austronesian,baku1263
North Halmahera,baku1264
Bookkeeping,baku1265
Atlantic-Congo,bakw1242
Atlantic-Congo,bakw1243
Tungusic,bala1242
Indo-European,bala1297
Indo-European,bala1298
Sino-Tibetan,bala1299
Atlantic-Congo,bala1300
Atlantic-Congo,bala1301
Atlantic-Congo,bala1302
Atlantic-Congo,bala1303
Atlantic-Congo,bala1304
Atlantic-Congo,bala1305
Bookkeeping,bala1306
Austronesian,bala1307
Austronesian,bala1308
Austronesian,bala1309
Austronesian,bala1310
Austronesian,bala1311
Austronesian,bala1312
Austronesian,bala1313
Austronesian,bala1314
Austronesian,bala1315
Austronesian,bala1316
Morehead-Wasur,bala1317
Artificial Language,bala1318
Austronesian,balb1237
Afro-Asiatic,bald1241
Atlantic-Congo,bale1252
Atlantic-Congo,bale1253
Surmic,bale1254
Central Sudanic,bale1255
Atlantic-Congo,bali1245
Atlantic-Congo,bali1269
Atlantic-Congo,bali1274
Atlantic-Congo,bali1275
Central Sudanic,bali1276
Austronesian,bali1277
Austronesian,bali1278
Austronesian,bali1279
Austronesian,bali1280
Austronesian,bali1281
Austronesian,bali1282
Nuclear Torricelli,bali1283
Atlantic-Congo,bali1284
Atlantic-Congo,bali1286
Indo-European,balk1252
Turkic,balk1253
Turkic,balk1254
Sino-Tibetan,balk1255
Afro-Asiatic,balk1259
Indo-European,balk1260
Indo-European,balo1260
Atlantic-Congo,balo1261
Atlantic-Congo,balo1262
Atlantic-Congo,balo1263
Atlantic-Congo,balo1264
Indo-European,balt1257
Sino-Tibetan,balt1258
Afro-Asiatic,balt1262
Indo-European,balt1263
Pama-Nyungan,balu1254
Atlantic-Congo,balu1255
Atlantic-Congo,balu1256
Austronesian,balu1257
Austronesian,balu1258
Indo-European,balv1238
Sign Language,bama1249
Atlantic-Congo,bama1251
Dogon,bama1252
Austronesian,bama1253
Blue Nile Mao,bamb1262
Atlantic-Congo,bamb1263
Atlantic-Congo,bamb1264
Atlantic-Congo,bamb1265
Atlantic-Congo,bamb1266
Atlantic-Congo,bamb1267
Atlantic-Congo,bamb1268
Mande,bamb1269
Austronesian,bamb1270
Austronesian,bamb1271
Atlantic-Congo,bame1260
Atlantic-Congo,bame1261
Atlantic-Congo,bame1262
Atlantic-Congo,bame1263
Atlantic-Congo,bame1264
Atlantic-Congo,bame1265
Atlantic-Congo,bame1266
Atlantic-Congo,bame1267
Atlantic-Congo,bami1239
Nuclear Trans New Guinea,bamm1240
Austronesian,bamm1241
Atlantic-Congo,bamo1240
Atlantic-Congo,bamo1241
Atlantic-Congo,bamu1253
Atlantic-Congo,bamu1254
Atlantic-Congo,bamu1255
Atlantic-Congo,bamu1256
Kiwaian,bamu1257
Atlantic-Congo,bamv1238
Atlantic-Congo,bamw1238
Atlantic-Congo,bamw1239
Indo-European,bana1280
Indo-European,bana1281
Indo-European,bana1282
Sino-Tibetan,bana1283
Central Sudanic,bana1284
Central Sudanic,bana1285
Austronesian,bana1286
Austronesian,bana1287
Austronesian,bana1288
Austronesian,bana1289
Austronesian,bana1290
Austronesian,bana1291
Lower Sepik-Ramu,bana1292
Afro-Asiatic,bana1304
Afro-Asiatic,bana1305
Bookkeeping,bana1306
Arawan,bana1307
Indo-European,bana1308
Atlantic-Congo,bana1309
Dravidian,banc1237
Indo-European,band1335
Tai-Kadai,band1336
Bookkeeping,band1337
Pama-Nyungan,band1339
Atlantic-Congo,band1340
Atlantic-Congo,band1341
Atlantic-Congo,band1342
Atlantic-Congo,band1343
Atlantic-Congo,band1344
Atlantic-Congo,band1345
Atlantic-Congo,band1346
Atlantic-Congo,band1347
Atlantic-Congo,band1348
Atlantic-Congo,band1349
Siamou,band1350
Mande,band1351
Mande,band1352
Austronesian,band1353
Austronesian,band1354
Austronesian,band1355
Austronesian,band1356
Pama-Nyungan,band1357
Pama-Nyungan,band1358
Sino-Tibetan,bane1244
Atlantic-Congo,bane1245
Atlantic-Congo,bane1246
Atlantic-Congo,banf1238
Indo-European,bang1335
Indo-European,bang1336
Sino-Tibetan,bang1337
Sino-Tibetan,bang1338
Pama-Nyungan,bang1339
Atlantic-Congo,bang1340
Atlantic-Congo,bang1341
Atlantic-Congo,bang1342
Atlantic-Congo,bang1343
Atlantic-Congo,bang1344
Atlantic-Congo,bang1345
Atlantic-Congo,bang1346
Atlantic-Congo,bang1347
Atlantic-Congo,bang1348
Atlantic-Congo,bang1349
Atlantic-Congo,bang1350
Atlantic-Congo,bang1351
Atlantic-Congo,bang1353
Atlantic-Congo,bang1354
Atlantic-Congo,bang1355
Atlantic-Congo,bang1356
Atlantic-Congo,bang1357
Atlantic-Congo,bang1358
Central Sudanic,bang1359
Central Sudanic,bang1360
Mande,bang1362
NA,bang1363
Austronesian,bang1364
Austronesian,bang1365
Austronesian,bang1366
Austronesian,bang1367
Austronesian,bang1368
Sino-Tibetan,bang1369
Austronesian,bang1370
Atlantic-Congo,bang1371
Sino-Tibetan,bang1372
Sign Language,bang1373
Arawakan,bani1254
Arawakan,bani1255
Arawakan,bani1258
Arawakan,bani1259
Arawakan,bani1260
Austronesian,banj1239
Austronesian,banj1240
Austronesian,banj1241
Indo-European,bank1239
Sign Language,bank1251
Atlantic-Congo,bank1256
Atlantic-Congo,bank1257
Mande,bank1258
Dogon,bank1259
Austronesian,banl1237
Indo-European,bann1246
Austronesian,bann1247
Uto-Aztecan,bann1248
Indo-European,bans1246
Indo-European,bans1247
Atlantic-Congo,bans1248
Japonic,bans1249
Indo-European,bant1278
Indo-European,bant1279
Sino-Tibetan,bant1280
Sino-Tibetan,bant1281
Atlantic-Congo,bant1282
Atlantic-Congo,bant1284
Austronesian,bant1285
Austronesian,bant1286
Austronesian,bant1287
Austronesian,bant1288
Austronesian,bant1289
Austronesian,bant1290
Austronesian,bant1291
Austronesian,bant1292
Austronesian,bant1293
Atlantic-Congo,bant1294
Atlantic-Congo,bant1295
Atlantic-Congo,bant1296
Mixed Language,bant1297
Sino-Tibetan,bant1298
Austronesian,banu1239
Atlantic-Congo,bany1245
Austronesian,bany1246
Austronesian,bany1247
Atlantic-Congo,banz1241
Nuclear Trans New Guinea,banz1242
Sign Language,banz1243
Mongolic,baoa1237
Sino-Tibetan,baoj1238
Sino-Tibetan,baoj1239
Atlantic-Congo,baol1238
Austronesian,baoo1237
Atlantic-Congo,baou1238
Anim,bapa1239
Atlantic-Congo,bape1238
Atlantic-Congo,bape1239
Atlantic-Congo,bapo1238
Turkic,bara1273
South Bird's Head Family,bara1347
Indo-European,bara1352
Indo-European,bara1353
Indo-European,bara1354
Austroasiatic,bara1355
Sino-Tibetan,bara1356
Sino-Tibetan,bara1357
Atlantic-Congo,bara1358
Atlantic-Congo,bara1359
Atlantic-Congo,bara1360
Atlantic-Congo,bara1361
Atlantic-Congo,bara1362
Nilotic,bara1363
Mande,bara1364
Mande,bara1365
Austronesian,bara1366
Austronesian,bara1367
Austronesian,bara1368
Austronesian,bara1369
Austronesian,bara1370
Austronesian,bara1371
Austronesian,bara1372
Tor-Orya,bara1373
Teberan,bara1374
Geelvink Bay,bara1375
Koiarian,bara1376
Koiarian,bara1377
Anim,bara1378
Tucanoan,bara1380
Afro-Asiatic,bara1394
Unattested,bara1395
Afro-Asiatic,bara1398
Geelvink Bay,bara1399
Tucanoan,bara1401
Austronesian,bara1403
Pama-Nyungan,bara1404
Sko,bara1405
Unattested,barb1242
Indo-European,barb1262
Chumashan,barb1263
NA,barb1265
Indo-European,barb1266
Indo-European,barb1267
Unattested,barb1268
Atlantic-Congo,barc1235
Atlantic-Congo,barc1236
Indo-European,bard1252
Indo-European,bard1253
Nyulnyulan,bard1254
Nyulnyulan,bard1255
Dajuic,bard1256
Indo-European,bare1271
Atlantic-Congo,bare1272
Austronesian,bare1273
Nuclear Trans New Guinea,bare1274
Nuclear Trans New Guinea,bare1275
Arawakan,bare1276
Afro-Asiatic,bare1279
Afro-Asiatic,bare1280
Mongolic,barg1250
Mongolic,barg1251
Nuclear Trans New Guinea,barg1252
Central Sudanic,barh1234
Pidgin,bari1241
Indo-European,bari1281
Central Sudanic,bari1282
Nilotic,bari1283
Nilotic,bari1284
Austronesian,bari1286
Austronesian,bari1287
Austronesian,bari1288
Yareban,bari1290
Chibchan,bari1297
Turama-Kikori,bari1298
Atlantic-Congo,bark1244
Mande,bark1245
Kunama,bark1246
Morehead-Wasur,bark1251
Austronesian,barl1240
Indo-European,barl1241
Indo-European,barm1242
Indo-European,barm1243
Atlantic-Congo,baro1252
Austronesian,baro1253
Austronesian,baro1254
Austronesian,baro1255
Sino-Tibetan,barp1238
Pama-Nyungan,barr1247
Mande,barr1248
Austronesian,barr1249
Chibchan,barr1251
Pama-Nyungan,barr1252
Indo-European,bart1238
Afro-Asiatic,bart1242
Indo-European,bart1243
Indo-European,baru1265
Atlantic-Congo,baru1266
Angan,baru1267
Nuclear Trans New Guinea,baru1268
Nuclear Trans New Guinea,baru1269
Austronesian,baru1270
Angan,baru1271
Indo-European,barw1242
Atlantic-Congo,barw1243
Indo-European,barw1244
Pama-Nyungan,bary1234
Afro-Asiatic,barz1241
Afro-Asiatic,barz1242
Indo-European,basa1276
Ijoid,basa1277
Atlantic-Congo,basa1278
Atlantic-Congo,basa1279
Atlantic-Congo,basa1280
Atlantic-Congo,basa1281
Atlantic-Congo,basa1282
Atlantic-Congo,basa1283
Atlantic-Congo,basa1284
Atlantic-Congo,basa1285
Austronesian,basa1286
Austronesian,basa1287
Atlantic-Congo,basa1288
Atlantic-Congo,basa1289
Atlantic-Congo,basa1290
Austronesian,basa1291
Austronesian,basc1238
Indo-European,base1241
Atlantic-Congo,base1242
Indo-European,bash1262
Indo-European,bash1263
Turkic,bash1264
Atlantic-Congo,bash1265
Atlantic-Congo,basi1245
Atlantic-Congo,basi1246
Austronesian,basi1247
Austronesian,basi1248
Ta-Ne-Omotic,bask1236
Indo-European,basl1241
Indo-European,basl1242
Atlantic-Congo,baso1234
Mixed Language,basq1236
NA,basq1248
Basque,basq1249
Basque,basq1250
Pidgin,basq1252
Mixed Language,basq1267
Pidgin,basq1268
Indo-European,bass1257
Atlantic-Congo,bass1258
Atlantic-Congo,bass1259
Atlantic-Congo,bass1260
Atlantic-Congo,bass1261
Atlantic-Congo,bass1262
Atlantic-Congo,bass1263
Indo-European,bass1265
Indo-European,bast1244
Indo-European,bast1245
Indo-European,bast1246
Atlantic-Congo,basu1241
Chocoan,basu1242
Sino-Tibetan,basu1243
Austroasiatic,bata1284
Atlantic-Congo,bata1285
Atlantic-Congo,bata1286
Austronesian,bata1287
Austronesian,bata1288
Austronesian,bata1289
Austronesian,bata1290
Austronesian,bata1291
Austronesian,bata1292
Austronesian,bata1293
Austronesian,bata1294
Austronesian,bata1295
Austronesian,bata1296
Austronesian,bata1297
Austronesian,bata1298
Austronesian,bata1299
Austronesian,bata1300
Austronesian,bata1301
Afro-Asiatic,bata1314
Austronesian,bata1315
Austronesian,bata1317
Austronesian,bata1318
Austronesian,bata1319
Atlantic-Congo,batc1238
Indo-European,bate1261
Austroasiatic,bate1262
Austroasiatic,bate1263
Austroasiatic,bate1266
Austroasiatic,bate1267
Austroasiatic,bate1268
Indo-European,bate1269
Indo-European,bath1239
Afro-Asiatic,bath1244
Afro-Asiatic,bath1248
Sino-Tibetan,bath1249
Atlantic-Congo,bati1250
Atlantic-Congo,bati1251
Austronesian,bati1252
Austronesian,bati1253
Tupian,bati1254
Nakh-Daghestanian,batl1238
Atlantic-Congo,bato1244
Atlantic-Congo,bato1245
Atlantic-Congo,bato1246
Nakh-Daghestanian,bats1242
Atlantic-Congo,batu1255
Austronesian,batu1256
Austronesian,batu1257
Austronesian,batu1258
Austronesian,batu1259
Austronesian,batu1260
Timor-Alor-Pantar,batu1261
Austronesian,batu1262
Austronesian,batu1263
Pama-Nyungan,baty1234
Austronesian,baub1235
Atlantic-Congo,bauc1238
Atlantic-Congo,bauc1239
Austronesian,bauk1238
Atlantic-Congo,baul1240
Indo-European,baur1251
Austronesian,baur1252
Arawakan,baur1253
Arawakan,baur1254
Arawakan,baur1255
Indo-European,baut1239
Austronesian,bauu1243
Nuclear Trans New Guinea,bauu1244
Mailuan,bauw1240
Mailuan,bauw1241
Pidgin,baux1234
Geelvink Bay,bauz1241
Indo-European,bava1246
Austronesian,bawe1237
Sino-Tibetan,bawm1236
Austronesian,bawu1237
Indo-European,baya1255
Turkic,baya1256
Pama-Nyungan,baya1257
Austronesian,baya1258
Austronesian,baya1259
Chibchan,baya1263
Indo-European,baya1264
Austronesian,bayb1234
Indo-European,baye1238
Indo-European,baye1239
Dajuic,bayg1239
Mongolic,bayi1240
Misumalpan,baym1237
Miwok-Costanoan,baym1241
Austronesian,bayn1237
Atlantic-Congo,bayo1255
Atlantic-Congo,bayo1256
Central Sudanic,bayo1257
Austronesian,bayo1258
NA,bayo1259
Bayono-Awbono,bayo1260
Central Sudanic,bayo1261
Atlantic-Congo,bayo1262
Indo-European,bayr1238
Pama-Nyungan,bayu1240
Austronesian,bayy1237
Unclassifiable,bazi1237
Afro-Asiatic,bazz1238
Central Sudanic,bbat1238
Bosavi,beam1240
Indo-European,bear1240
Austronesian,beau1239
Austronesian,beau1240
Athabaskan-Eyak-Tlingit,beav1236
Atlantic-Congo,beba1238
Atlantic-Congo,bebe1248
Atlantic-Congo,bebe1249
Atlantic-Congo,bebe1250
Austronesian,bebe1251
Austronesian,bebe1252
Atlantic-Congo,bebe1253
Austronesian,bebe1254
Atlantic-Congo,bebi1241
Atlantic-Congo,bebi1242
Central Sudanic,bebo1242
Atlantic-Congo,bebo1243
Atlantic-Congo,bech1238
